1.000000	0.000000	0.000000
0.985623	0.005869	0.000000
0.970697	0.011783	0.000000
0.955221	0.017741	0.000000
0.939196	0.023744	0.000000
0.922622	0.029791	0.000000
0.905499	0.035882	0.000000
0.887826	0.042017	0.000000
0.869420	0.048202	0.000000
0.848451	0.054492	0.000000
0.824447	0.060901	0.000000
0.797409	0.067428	0.000000
0.767337	0.074073	0.000000
0.734230	0.080837	0.000000
0.698089	0.087720	0.000000
0.658914	0.094721	0.000000
0.617725	0.101430	0.000000
0.576859	0.106904	0.000000
0.536408	0.111108	0.000000
0.496373	0.114041	0.000000
0.456753	0.115703	0.000000
0.417548	0.116094	0.000000
0.378758	0.115214	0.000000
0.340408	0.113072	0.000000
0.303803	0.110151	0.000000
0.269685	0.106725	0.000000
0.238053	0.102794	0.000000
0.208909	0.098358	0.000000
0.182251	0.093417	0.000000
0.158080	0.087972	0.000000
0.136396	0.082021	0.000000
0.117071	0.075647	0.000000
0.099447	0.069265	0.000000
0.083430	0.062936	0.000000
0.069019	0.056660	0.000000
0.056216	0.050436	0.000000
0.045020	0.044265	0.000000
0.035430	0.038146	0.000000
0.027447	0.032079	0.000000
0.020782	0.026318	0.000000
0.015044	0.021198	0.000000
0.010232	0.016721	0.000000
0.006345	0.012889	0.000000
0.003385	0.009701	0.000000
0.001351	0.007156	0.000000
0.000242	0.005255	0.000000
0.000020	0.003968	0.000000
0.000078	0.002852	0.000000
0.000215	0.001758	0.000000
0.000429	0.000686	0.000000
0.000722	-0.000364	0.000000
0.001093	-0.001393	0.000000
0.001542	-0.002400	0.000000
0.002069	-0.003385	0.000000
0.002885	-0.004380	0.000000
0.004618	-0.005484	0.000000
0.007308	-0.006703	0.000000
0.010958	-0.008036	0.000000
0.015565	-0.009483	0.000000
0.021130	-0.011045	0.000000
0.027654	-0.012721	0.000000
0.035138	-0.014511	0.000000
0.043842	-0.016119	0.000000
0.053963	-0.017324	0.000000
0.065500	-0.018128	0.000000
0.078454	-0.018530	0.000000
0.092823	-0.018530	0.000000
0.108609	-0.018129	0.000000
0.125811	-0.017325	0.000000
0.144542	-0.016127	0.000000
0.165591	-0.014584	0.000000
0.189112	-0.012707	0.000000
0.215105	-0.010495	0.000000
0.243570	-0.007949	0.000000
0.274506	-0.005068	0.000000
0.307914	-0.001853	0.000000
0.343794	0.001697	0.000000
0.381388	0.005301	0.000000
0.419365	0.008466	0.000000
0.457698	0.011181	0.000000
0.496389	0.013447	0.000000
0.535437	0.015265	0.000000
0.574842	0.016633	0.000000
0.614604	0.017553	0.000000
0.654639	0.018029	0.000000
0.692810	0.018192	0.000000
0.728182	0.018100	0.000000
0.760756	0.017752	0.000000
0.790532	0.017148	0.000000
0.817510	0.016289	0.000000
0.841689	0.015174	0.000000
0.863070	0.013804	0.000000
0.882088	0.012220	0.000000
0.900435	0.010583	0.000000
0.918281	0.008910	0.000000
0.935627	0.007201	0.000000
0.952471	0.005455	0.000000
0.968815	0.003673	0.000000
0.984658	0.001855	0.000000
1.000000	0.000000	0.000000
