1.000000	0.000000	0
0.946302	0.022265	1
0.807053	0.069365	2
0.491832	0.123342	3
0.200688	0.103611	4
0.053765	0.054598	5
0.000034	0.008632	6
0.000000	0.000000	7
0.004494	-0.007367	8
0.064560	-0.021375	9
0.206760	-0.012077	10
0.492306	0.016623	11
0.798561	0.019287	12
0.942536	0.007131	13
1.000000	0.000000	14
